book_title,story_title,latitude,longitude,location,city,state,country,continent,century,decade,initial_date,final_date,unbuilt,architect,pg_gh,pg_img_gh,count_img_gh,fp_gh,pg_fp_gh,count_gh,pg_ha,pg_img_ha,count_img_ha,fp_ha,pg_fp_ha,count_ha,pg_mm,pg_img_mm,count_img_mm,fp_mm,pg_fp_mm,count_mm,pg_wh,pg_img_wh,count_img_wh,fp_wh,pg_fp_wh,count_wh
Modern Movements in Architecture,University of York,53.9453903,-1.031459294,"York, UK",York,,England,Europe,20,1960,1965,,,Matthew Johnson-Marshall,,,,,,,,,,,,,78,78,1,N,,1,,,,,,
A Global History of Architecture,Stowe Gardens,52.03095555,-1.014724136,"Buckinghamshire, UK",Buckinghamshire,,England,Europe,18,1730,1738,,,William Kent,585-586,585-586,6,Y,585-586,5,,,,,,,,,,,,,,,,,,
A World History of Architecture,Castle Howard,54.1215627,-0.906647898,"Yorkshire, England",Yorkshire,,England,Europe,18,,1701,,N,Sir John Vanbrugh,,,,,,,,,,,,,,,,,,,393-394,393,1,N,,2
A World History of Architecture,Uppark,50.9523873,-0.891157604,"Sussex, England",Sussex,,England,Europe,17,,1695,,N,William Talman,,,,,,,,,,,,,,,,,,,392-393,393,1,N,,2
A World History of Architecture,Kirby Hall,52.52453885,-0.636520755,"Northamptonshire, England",Northamptonshire,,England,Europe,16,,1570,1575,N,Robert Smythson,,,,,,,,,,,,,,,,,,,349,,,N,,1
A Global History of Architecture,Grand Theatre,44.842624,-0.573675002,"Bordeaux, France",Bordeaux,,France,Europe,18,1770,1773,1780,,Victor Louis,663,663,1,N,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Jew's House in Lincoln,53.2336301,-0.5392172,"Lincoln, England",Lincoln,,England,Europe,12,1170,1170,1180,,,,,,,,,366,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",Lincoln Cathedral,53.23428845,-0.536235754,"Lincoln, England",Lincoln,,England,Europe,12,1190,1192,1280,,,,,,,,,347,,1,N,,1,,,,,,,"247-248,250-253","248,251",3,N,,4
A World History of Architecture,The Orchard,51.6509007,-0.527960035,"Chorleywood, England",Chorleywood,,England,Europe,19,,1899,,N,C.F.A. Voysey,,,,,,,,,,,,,,,,,,,450,,,N,,1
A History of Architecture: Settings and Rituals,Oast Houses,51.3300079,-0.4120821,"Cobham, England",Cobham,Kent,England,Europe,,,,,,,,,,,,,601,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Grand Hotel,54.28047745,-0.397797662,"Scarborough, England",Scarborough,,England,Europe,19,1860,1862,1867,,Cuthbert Brodrick,,,,,,,637,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Shelburne House,51.4555851,-0.3740354,"London, England, UK",London,,England,Europe,18,1760,1763,,,Robert Adam,617,617,1,N,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,High Road to Santiago de Compostela,42.5191502,-0.3694982,"Pyrenees, Spain",,Pyrenees,Spain,Europe,11,,,,,,,,,,,,298,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,"Chinese Pagoda, Kew Gardens",51.2715316,-0.341452351,"Surrey, England",Surey,,England,Europe,18,1760,1763,,,Sir William Chambers,,,,,,,556,,1,N,,1,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",Strawberry Hill,51.4391919,-0.3393309,"Twickenham, England, UK",Twickenham,,England,Europe,18,1740,1749,1777,,Horace Walpole; William Robinson; Richard Bentley,618,618,3,Y,618,3,559,,1,N,,1,,,,,,,417,,,N,,2
Modern Movements in Architecture,Computer Technology Ltd. Office,51.5969193,-0.336331044,"London, UK",London,,England,Europe,20,1970,1970,,,Foster Associates,,,,,,,,,,,,,244,244,1,N,,1,,,,,,
Modern Movements in Architecture,Northwick Park Hospital,51.57518005,-0.321527984,"London, UK",London,,England,Europe,20,1960,1961,1970,,"John Weeks, Llewelyn-Davies",,,,,,,,,,,,,253,253,1,N,,1,,,,,,
A Global History of Architecture,Syon House,51.4767946,-0.31219337,"London, England, UK",London,,England,Europe,18,,,,,,617,,,,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",Chiswick House,51.4838225,-0.25852931,"London, England, UK",London,,England,Europe,18,1720,1723,1729,,"Lord Burlington (Richard Boyle), William Kent",602-603,602-603,3,Y,602-603,2,555,555,2,Y,555,2,,,,,,,399-340,399,2,Y,399,3
A History of Architecture: Settings and Rituals,Osterley Park House,51.5460558,-0.253779139,"Middlesex, England",Middlesex,,England,Europe,18,1760,1761,,,Robert Adam,,,,,,,562-563,562-563,1,N,,2,,,,,,,,,,,,
Modern Movements in Architecture,Alton East Housing,51.4554026,-0.245964002,"London, UK",London,,England,Europe,20,1950,1953,1956,,LCC Architects,,,,,,,,,,,,,245,245,1,N,,1,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals",Letchworth,51.9767243,-0.2305199,"Letchworth, England, UK",Letchworth,,England,Europe,20,1900,1903,,,Barry Parker; Raymond Unwin,691,691,1,Y,,1,681,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Paddington Station,51.5158471,-0.1764235,"London, England",London,,England,Europe,19,1850,1852,1854,,Sir M.D. Wyatt; I.K. Brunel,,,,,,,594,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Peacock Room,51.49970176,-0.174098602,"London, England",London,,England,Europe,19,,1876,1877,N,James MacNeill Whistler,,,,,,,,,,,,,,,,,,,453,,,N,,1
A Global History of Architecture,South Kensington Museum,51.4968838,-0.171637217,"London, England, UK",London,,England,Europe,19,1850,1857,,,,662,,,,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Regent's Park,51.53020245,-0.153897461,"London, England",London,,England,Europe,19,1820,1827,,,Decimus Burton; James Burton,,,,,,,581,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Church of All Saints,51.53874705,-0.137778314,"London, England",London,,England,Europe,19,1850,1850,1859,,William Butterfield,,,,,,,638-639,638-639,2,N,,2,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",Royal Pavilion,50.8223795,-0.137677051,"Brighton, England",Brighton,,England,Europe,19,1810,1815,1823,,John Nash,,,,,,,590,,1,N,,1,,,,,,,419,,,N,,1
A World History of Architecture,Williams-Wynn House,51.50635302,-0.136475351,"London, England",London,,England,Europe,18,,1772,,N,Robert Adams,,,,,,,,,,,,,,,,,,,403,403,2,Y,403,3
A History of Architecture: Settings and Rituals,Regent Street,51.5099076,-0.1364116,"London, England",London,,England,Europe,19,1810,1814,,?,John Nash,,,,,,,580,,1,Y,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Bedford Square,51.5189601,-0.130058492,"London, England",London,,England,Europe,18,1770,1775,,,,,,,,,,553,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Home Office,51.4960092,-0.129831795,"London, England, UK",London,,England,Europe,19,1870,1870,1875,,,662,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Foreign and Commonwealth Office,51.50276585,-0.128711576,"London, England, UK",London,,England,Europe,19,,,,,,662,662,2,N,,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,India Office,51.50276585,-0.128711576,"London, England, UK",London,,England,Europe,19,1860,1863,1868,,,662,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Admiralty,51.50673695,-0.128626155,"London, England, UK",London,,England,Europe,19,1850,1852,1887,,,662,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,National Gallery,51.50888405,-0.12837415,"London, England, UK",London,,England,Europe,19,1860,1861,,,,667,667,1,N,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals",British Museum,51.51929365,-0.128017722,"London, England, UK",London,,England,Europe,19,1820,1823,1847,,Robert Smirke,"636,662",,,,,2,573,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, Modern Movements in Architecture",Golden Lane Competition,51.5073219,-0.1276474,"London, England",London,,England,Europe,20,1950,1952,,Y,Alison Smithson; Peter Smithson,,,,,,,747,,1,N,,1,257,257,2,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Houses at Bedford Park,51.5073219,-0.1276474,"London, England",London,,England,Europe,19,1870,1877,,Y,Richard Norman Shaw,,,,,,,640,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Colonial Office,51.5073219,-0.1276474,"London, England, UK",London,,England,Europe,19,1860,1870,1874,,,662,,,,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Midland Grand Hotel,51.5073219,-0.1276474,"London, England",London,,England,Europe,19,1860,1861,,,Sir George Gilbert Scott,,,,,,,636,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,New Government Offices,51.5073219,-0.1276474,"London, England, UK",London,,England,Europe,19,1860,1868,1878,,,662,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,New Public Office,51.5073219,-0.1276474,"London, England, UK",London,,England,Europe,20,1900,,1908,,,662,,,,,1,,,,,,,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",New Zealand Chambers,51.5073219,-0.1276474,"London, England",London,,England,Europe,19,1870,1871,1873,,Richard Norman Shaw,,,,,,,640,,1,N,,1,,,,,,,450-451,451,1,N,,2
A History of Architecture: Settings and Rituals,"Pall Mall, Reform Club",51.5073219,-0.1276474,"London, England",London,,England,Europe,19,1830,1837,1841,,Sir Charles Barry,,,,,,,574,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,Privy Council and Board of Trade Building,51.5073219,-0.1276474,"London, England, UK",London,,England,Europe,19,1820,1822,1827,,,662,,,,,1,,,,,,,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,St. Katharine's Docks,51.5073219,-0.1276474,"London, England",London,,England,Europe,19,1820,1826,1828,,Thomas Telford; Philip Hardwick,,,,,,,602,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Traveller's Club,51.5073219,-0.1276474,"London, England",London,,England,Europe,19,1820,1829,1832,,Sir Charles Barry,,,,,,,574,,1,N,,1,,,,,,,,,,,,
A Global History of Architecture,St. Pancras Station,51.5323606,-0.1272263,"London, England, UK",London,,England,Europe,19,1860,1863,1876,,,665,665,1,N,,1,,,,,,,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",St. Martin-in-the-Fields,51.50882955,-0.126676399,"London, England",London,,England,Europe,18,1720,1721,1726,,James Gibbs,,,,,,,542,542,2,N,,2,,,,,,,395,395,1,N,,2
A History of Architecture: Settings and Rituals,"Westminster Abbey, Henry VII's Chapel",51.5004439,-0.1265398,"Westminster, England",Westminster,,England,Europe,16,1570,1570,,,William Vertue,,,,,,,393,,1,N,,1,,,,,,,,,,,,
"A Global History of Architecture, A World History of Architecture",Banqueting House,51.50455425,-0.125913971,"London, England",London,,England,Europe,17,1600,1606,1619,,Inigo Jones,560-561,560-561,2,Y,561,2,,,,,,,,,,,,,"350-351,392",,1,N,,3
A Global History of Architecture,War Office,51.5055488,-0.125097941,"London, England, UK",London,,England,Europe,19,1890,1898,1906,,,662,,,,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",Westminster Houses of Parliament,51.4994252,-0.124447773,"London, England",London,,England,Europe,19,1830,1836,1868,N,"Charles Barry, A.W.N. Pugin",643,643,2,Y,643,2,575,,1,N,,1,,,,,,,429-430,430,1,N,,2
A History of Architecture: Settings and Rituals,Westminster Palace,51.4994252,-0.124447773,"Westminster, England",Westminster,,England,Europe,14,1390,1397,1399,,Hugh Herland,,,,,,,388,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,King's Cross Station,51.5304561,-0.1232594,"London, England",London,,England,Europe,19,1850,1851,1852,,Lewis Cubitt,,,,,,,595,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Covent Garden,51.5128736,-0.122543679,"London, England",London,,England,Europe,17,,1658,,N,Inigo Jones,,,,,,,,,,,,,,,,,,,351,351,2,N,,3
A History of Architecture: Settings and Rituals,St. Paul's,51.5128736,-0.122543679,"Covent Garden, England",Covent Garden,,England,Europe,17,1630,1630,1631,,Inigo Jones,,,,,,,539,,1,Y,,1,,,,,,,,,,,,
A World History of Architecture,Somerset House,51.51093255,-0.118381477,"London, England",London,,England,Europe,18,,1776,1786,N,William Chambers,,,,,,,,,,,,,,,,,,,404-405,404-405,2,Y,404,3
A World History of Architecture,13 Lincoln's Inn Fields,51.51700875,-0.117426861,"London, England",London,,England,Europe,19,,1812,1837,N,John Soane,,,,,,,,,,,,,,,,,,,423-424,424,2,N,,3
Modern Movements in Architecture,Royal Festival Hall,51.50573225,-0.116789369,"London, UK",London,,England,Europe,20,1950,1951,,,Robert Matthew,,,,,,,,,,,,,242372,242,1,N,,2,,,,,,
A Global History of Architecture,Pentonville Prison,51.5450512,-0.116104379,"London, England, UK",London,,England,Europe,19,1840,1844,,,Jeremy Bentham,639,639,1,Y,639,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Denys Lasdun the Royal National Theatre,51.50730104,-0.11434328,"London, England, UK",London,,England,Europe,20,1970,1976,,,Kenzo Tange,725,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,London Law Courts,51.51419575,-0.113476775,"London, England, UK",London,,England,Europe,19,1870,1870,1881,,George Edmund Street,664,664,3,Y,664,3,,,,,,,,,,,,,,,,,,
A Global History of Architecture,New Law Courts,51.51401944,-0.113216247,"London, England, UK",London,,England,Europe,19,1870,1871,1882,,,662,,,,,1,,,,,,,,,,,,,,,,,,
A Global History of Architecture,South Metropolitan Cemetery,51.43300372,-0.098944201,"London, England, UK",London,,England,Europe,19,1830,,,,,624,,,,,1,,,,,,,,,,,,,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",St. Paul's Cathedral,51.51378715,-0.098450551,"London, England, UK",London,,England,Europe,17,1670,1675,1709,,Christopher Wren,599,599,4,Y,599,4,541,,1,N,,1,,,,,,,"5,390-392",390-391,4,Y,390-391,6
A Global History of Architecture,General Post Office,51.51628444,-0.096955044,"London, England, UK",London,,England,Europe,19,1820,1823,1828,,Robert Smirke,662,,,,,1,,,,,,,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",St. Stephen Walbrook,51.5126232,-0.08982836,"London, England",London,,England,Europe,17,1670,1672,1687,N,Christopher Wren,,,,,,,540-541,540-541,3,N,540,3,,,,,,,389-390,389-390,2,Y,390,3
"A History of Architecture: Settings and Rituals, A World History of Architecture",Bank of England,51.51413225,-0.088924767,"London, England",London,,England,Europe,18,1780,1788,1808,,John Soane,,,,,,,565,,1,N,,1,,,,,,,423,423,1,N,,2
A Global History of Architecture,St. Mary Woolnoth,51.5127597,-0.088022854,"London, England, UK",London,,England,Europe,18,1710,1716,1724,,Nicholas Hawksmoor,601,601,3,Y,601,2,,,,,,,,,,,,,,,,,,
A Global History of Architecture,Bevis-Marks Synagogue,51.514496,-0.078945929,"London, England, UK",London,,England,Europe,18,1700,1700,,,,654,654,1,Y,654,1,,,,,,,,,,,,,,,,,,
Modern Movements in Architecture,Bird Cage,51.5663124,-0.0726537,"London, UK",London,,England,Europe,20,1960,1961,1962,,"Cedric Price, Lord Snowdon, Frank Newby",,,,,,,,,,,,,284-285,284-285,1,N,,1,,,,,,
"A Global History of Architecture, A History of Architecture: Settings and Rituals, A World History of Architecture",Crystal Palace,51.4193664,-0.0711328,"London, England",London,,England,Europe,19,1850,1851,,N,Joseph Paxton,668,668,3,Y,668,3,593,,1,N,,1,,,,,,,"441-442,551,553",442,2,N,,5
A History of Architecture: Settings and Rituals,Royal Naval Hospital,51.4829721,-0.00624479,"Greenwich, England",Greenwich,,England,Europe,17,1690,1696,1716,,Sir Christopher Wren,,,,,,,551,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture","Queen's House, Greenwich",51.4811497,-0.003506405,"London, England",London,,England,Europe,17,1610,1616,1635,,Inigo Jones,,,,,,,550,,1,N,,1,,,,,,,349-350,349-350,2,N,,3
Modern Movements in Architecture,Xanadu,38.6393077,0.04175036,"Calpe, Spain",Calpe,,Spain,Europe,20,1960,1967,,,Ricardo Bofill,,,,,,,,,,,,,57,57,1,N,,1,,,,,,
"Modern Movements in Architecture, A World History of Architecture",Cambridge University History Faculty Building,52.20196524,0.108294049,"Cambridge, UK",Cambridge,,England,Europe,20,1960,,1968,,James Stirling,,,,,,,,,,,,,267,267,2,N,,1,551-552,551,1,N,,2
Modern Movements in Architecture,New Hall for Girls at Cambridge,52.21438929,0.10863517,"Cambridge, UK",Cambridge,,England,Europe,20,1960,1966,,,Chamberlin Powell and Bonn,,,,,,,,,,,,,249,249,1,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Trinity Hall,52.20577845,0.115102654,"Cambridge, England",Cambridge,,England,Europe,17,1600,1600,,,,,,,,,,359,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,King's College Chapel,52.2047796,0.116544039,"Cambridge, England",Cambridge,,England,Europe,15,,1446,1515,N,,,,,,,,,,,,,,,,,,,,"247-248,254","248,254",2,Y,248,3
Modern Movements in Architecture,Hostel for Caius College,52.20585233,0.117826527,"Cambridge, UK",Cambridge,,England,Europe,20,1960,1962,,,"Leslie Martin, Colin St John Wilson, Patrick Hodgkinson",,,,,,,,,,,,,254,254,1,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Church of the Holy Sepulchre,52.2055314,0.1186637,"Cambridge, England",Cambridge,,England,Europe,12,1130,1130,,,,,,,,,,318,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Master's House at Downing College,52.2055314,0.1186637,"Cambridge, England",Cambridge,,England,Europe,19,1800,1806,1811,,William Wilkins,,,,,,,573,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Red House,51.45540955,0.130326909,"Bexleyheath, England",Bexleyheath,,England,Europe,19,,1859,1860,N,Philip Webb,,,,,,,,,,,,,,,,,,,449,449,2,Y,449,3
A World History of Architecture,Leyswood,51.095646,0.1812148,"Sussex, England",Sussex,,England,Europe,19,,1870,,N,Richard Norman Shaw,,,,,,,,,,,,,,,,,,,450,450,1,N,,2
A History of Architecture: Settings and Rituals,Cistercian Abbery,49.5601439,0.1837398,"Fontenay, France",Fontenay,,France,Europe,12,1130,1139,1147,,,,,,,,,326-327,326-327,2,Y,327,2,,,,,,,,,,,,
A World History of Architecture,Ely Cathedral,52.3986555,0.263747882,"Ely, Engalnd",Ely,,England,Europe,11,,1081,,N,,,,,,,,,,,,,,,,,,,,252-254,252-253,2,N,,3
A History of Architecture: Settings and Rituals,Baptistery of St.-Jean,46.5802596,0.340196,"Poitiers, France",Poitiers,,France,Europe,7,,,,,,,,,,,,273,,1,N,,1,,,,,,,,,,,,
"A History of Architecture: Settings and Rituals, A World History of Architecture",St. Front,45.05507,0.36365,"Périgueux, France",Périgueux,,France,Europe,12,1110,1110,,,,,,,,,,318,,1,N,,1,,,,,,,218-219,218,2,Y,218,3
A History of Architecture: Settings and Rituals,St. Nicolas,47.124906,0.388920365,"Tavant, France",Tavant,,France,Europe,12,,,,,,,,,,,,300,,1,N,,1,,,,,,,,,,,,
A World History of Architecture,Mereworth Castle,51.2538107,0.390256,"Kent, England",Kent,,England,Europe,18,,1723,,N,Colen Campbell,,,,,,,,,,,,,,,,,,,398-399,398,1,N,,2
A World History of Architecture,Mirande,43.5202189,0.414251442,"Mirande, France",Mirande,,France,Europe,13,,1220,1375,N,,,,,,,,,,,,,,,,,,,,269-270,270,1,Y,270,2
Modern Movements in Architecture,Hunstanton School,52.9309297,0.491839415,"Hunstanton, UK",Hunstanton,,England,Europe,20,1940,1949,1954,,Alison and Peter Smithson,,,,,,,,,,,,,251,251,1,N,,1,,,,,,
A History of Architecture: Settings and Rituals,Castle Hedingham,51.9983231,0.601188022,"Essex, England",Essex,,England,Europe,12,1140,1140,,,,,,,,,,297,,1,N,,1,,,,,,,,,,,,
A History of Architecture: Settings and Rituals,Water mill,51.7751177,0.654252336,"Wickham Bishops, England",Wickham Bishops,Essex,England,Europe,,,,,,,,,,,,,600,,1,N,,1,,,,,,,,,,,,
